solarSystemID,solarSystemName,regionID,constellationID,security,sunTypeID
30000144,Perimeter,10000002,20000020,0.9531230000000001,3802
30000145,New Caldari,10000002,20000020,1,3799
30000146,Saisio,10000002,20000021,0.65244,45040
30000147,Abagawa,10000002,20000021,0.625298,3800
30000148,Jakanerva,10000002,20000021,0.743252,3802
30000149,Gekutami,10000002,20000021,0.699187,9
30000150,Hurtoken,10000002,20000021,0.585978,45036
30000151,Uoyonen,10000002,20000021,0.69878,45037
30000152,Hampinen,10000002,20000021,0.541327,45033
30000153,Poinen,10000002,20000022,0.558053,6
30000154,Liekuri,10000002,20000022,0.600608,3800
30000155,Obanen,10000002,20000022,0.561732,45041
30000156,Josameto,10000002,20000022,0.5776559999999999,3802
30000157,Otela,10000070,20000787,-1,56083
30000158,Olo,10000002,20000022,0.676041,45041
30000159,Ikami,10000002,20000023,0.532008,45036
30000160,Reisen,10000002,20000023,0.518561,3798
30000161,Purjola,10000002,20000023,0.520527,45041
30000162,Maila,10000002,20000023,0.440715,3797
30000163,Akora,10000002,20000023,0.324625,45040
30000164,Messoya,10000002,20000023,0.315086,45036
30000165,Ishisomo,10000002,20000024,0.650832,45031
30000166,Airmia,10000002,20000024,0.623113,45037
30000167,Sakkikainen,10000002,20000024,0.594889,3800
30000168,Friggi,10000002,20000024,0.509153,45032
30000169,Ihakana,10000002,20000024,0.380809,7
30000170,Vahunomi,10000002,20000024,0.531592,45039
30000171,Otitoh,10000002,20000024,0.481667,8
30000172,Otomainen,10000002,20000024,0.479159,6
30000173,Vattuolen,10000002,20000025,0.708073,3801
30000174,Onuse,10000002,20000025,0.7404269999999999,45039
30000175,Soshin,10000002,20000025,0.634221,45047
30000176,Keikaken,10000002,20000025,0.721319,8
30000177,Ukkalen,10000002,20000025,0.64512,3799
30000178,Akkilen,10000002,20000025,0.689046,45032
30000179,Silen,10000002,20000025,0.522203,45036
30000180,Osmon,10000002,20000026,0.680264,45046
30000181,Korsiki,10000002,20000026,0.643166,3803
30000182,Inaya,10000002,20000026,0.55235,45042
30000183,Nuken,10000002,20000026,0.761306,45033
30000184,Uminas,10000002,20000026,0.483909,8
30000185,Airaken,10000002,20000026,0.503992,45032
30000186,Oijanen,10000002,20000026,0.351969,45036
30000187,Wuos,10000002,20000026,0.561774,3796
30000188,Hentogaira,10000002,20000027,0.566958,3801
30000189,Kiainti,10000002,20000027,0.528522,45047
30000190,Vasala,10000002,20000027,0.493712,45031
30000191,Walvalin,10000002,20000027,0.378683,45039
30000192,Otanuomi,10000070,20000787,-1,56084
30000193,Vouskiaho,10000002,20000027,0.500279,45030
30000194,Otsela,10000002,20000027,0.3844,45041
30000195,Tasti,10000002,20000028,0.282291,7
30000196,Otosela,10000002,20000028,0.238157,7
30000197,Uemon,10000002,20000028,0.197447,45039
30000198,Paala,10000002,20000028,0.134379,45041
30000199,Fuskunen,10000002,20000028,0.224637,45036
30000200,Akkio,10000002,20000028,0.162151,3802
30000201,Uchoshi,10000002,20000029,0.474179,45037
30000202,Mastakomon,10000002,20000029,0.456966,45036
30000203,Eruka,10000002,20000029,0.417261,45041
30000204,Ohkunen,10000002,20000029,0.384887,3800
30000205,Obe,10000002,20000029,0.346931,9
30000206,Wirashoda,10000070,20000789,-1,56086
30000207,Osaa,10000002,20000029,0.329199,7
30000208,LZ-6SU,10000003,20000030,-0.172783,3799
30000209,MC6O-F,10000003,20000030,-0.280435,45033
30000210,U54-1L,10000003,20000030,-0.26807,3801
30000211,B-588R,10000003,20000030,-0.15477,45032
30000212,NCGR-Q,10000003,20000030,-0.260517,3797
30000213,G-LOIT,10000003,20000030,-0.157009,7
30000214,HE-V4V,10000003,20000030,-0.214403,45040
30000215,N-HSK0,10000003,20000031,-0.36044,3802
30000216,05R-7A,10000003,20000031,-0.401776,3803
30000217,7-UH4Z,10000003,20000031,-0.363871,3798
30000218,5ZO-NZ,10000003,20000031,-0.303461,45040
30000219,FS-RFL,10000003,20000031,-0.370816,6
30000220,Y0-BVN,10000003,20000031,-0.439537,3801
30000221,X97D-W,10000003,20000031,-0.427645,45042
30000222,0-R5TS,10000003,20000032,-0.218627,45041
30000223,H-UCD1,10000003,20000032,-0.172229,45039
30000224,7-K5EL,10000003,20000032,-0.150502,3799
30000225,H-5GUI,10000003,20000032,-0.140515,45040
30000226,FH-TTC,10000003,20000032,-0.137553,45033
30000227,FMBR-8,10000003,20000032,-0.138441,3798
30000228,3HX-DL,10000003,20000033,-0.423819,3797
30000229,UH-9ZG,10000003,20000033,-0.462584,6
30000230,NFM-0V,10000003,20000033,-0.499123,45039
30000231,YXIB-I,10000003,20000033,-0.506995,45046
30000232,MY-T2P,10000003,20000033,-0.377081,45030
30000233,FA-DMO,10000003,20000033,-0.385583,45030
30000234,GEKJ-9,10000003,20000033,-0.386354,45037
30000235,Q-R3GP,10000003,20000033,-0.355138,6
30000236,N-5QPW,10000003,20000033,-0.392558,6
30000237,XV-8JQ,10000003,20000033,-0.394929,3800
30000238,WBR5-R,10000003,20000034,-0.515803,6
30000239,4GYV-Q,10000003,20000034,-0.536556,7
30000240,4-HWWF,10000003,20000034,-0.473026,3800
30000241,YMJG-4,10000003,20000034,-0.416894,3798
30000242,8TPX-N,10000003,20000034,-0.437192,45031
30000243,PM-DWE,10000003,20000034,-0.423653,45033
30000244,K8X-6B,10000003,20000035,-0.430215,45042
30000245,X445-5,10000003,20000035,-0.413754,45038
30000246,KRUN-N,10000003,20000035,-0.386697,3801
30000247,9OO-LH,10000003,20000035,-0.466964,45037
30000248,V-OJEN,10000003,20000035,-0.316843,3796
30000249,EIDI-N,10000003,20000035,-0.406106,45042
30000250,P3EN-E,10000003,20000035,-0.27488,45037
30000251,49-0LI,10000003,20000035,-0.320104,45038
30000252,IPAY-2,10000003,20000035,-0.339134,6
30000253,DAYP-G,10000003,20000035,-0.392761,45030
30000254,IFJ-EL,10000003,20000036,-0.291599,3800
30000255,47L-J4,10000003,20000036,-0.261392,45047
30000256,Q-L07F,10000003,20000036,-0.322347,45039
30000257,E-D0VZ,10000003,20000036,-0.270339,45047
30000258,6WW-28,10000003,20000036,-0.226656,3800
30000259,A8A-JN,10000003,20000036,-0.270632,45046
30000260,S-NJBB,10000003,20000036,-0.281587,3797
30000261,T-GCGL,10000003,20000037,-0.733996,45030
30000262,0MV-4W,10000003,20000037,-0.662741,3800
30000263,TVN-FM,10000003,20000037,-0.645799,45035
30000264,V-NL3K,10000003,20000037,-0.763534,45038
30000265,AZBR-2,10000003,20000037,-0.709048,3797
30000266,Z-8Q65,10000003,20000037,-0.774685,45032
30000267,0J3L-V,10000003,20000037,-0.790707,3796
30000268,H-NOU5,10000003,20000038,-0.140606,3800
30000269,KX-2UI,10000003,20000038,-0.158274,3798
30000270,MO-FIF,10000003,20000038,-0.113224,45037
30000271,97-M96,10000003,20000038,-0.188873,45033
30000272,MA-XAP,10000003,20000038,-0.09721,45040
30000273,C-J7CR,10000003,20000038,-0.08548,3802
30000274,Q-EHMJ,10000003,20000039,-0.153372,45032
30000275,XSQ-TF,10000003,20000039,-0.155434,45030
30000276,H-1EOH,10000003,20000039,-0.171275,3802
30000277,IR-DYY,10000003,20000039,-0.159339,45041
30000278,C-DHON,10000003,20000039,-0.123955,45031
30000279,F-D49D,10000003,20000039,-0.190938,3796
30000280,MQ-O27,10000003,20000040,-0.128994,45042
30000281,H-EY0P,10000003,20000040,-0.156086,45037
30000282,UNAG-6,10000003,20000040,-0.223542,3796
30000283,E-SCTX,10000003,20000040,-0.208451,45039
30000284,S6QX-N,10000003,20000040,-0.217691,45031
30000285,IT-YAU,10000003,20000040,-0.15946,3802
30000286,1VK-6B,10000003,20000040,-0.169139,3802
30000287,7-PO3P,10000003,20000040,-0.257891,45040
30000288,1W-0KS,10000003,20000040,-0.102556,3797
30000289,669-IX,10000003,20000041,-0.270158,45039
30000290,0R-F2F,10000003,20000041,-0.312841,45033
30000291,R-P7KL,10000003,20000041,-0.263981,3800
30000292,2DWM-2,10000003,20000041,-0.204039,3798
30000293,XF-PWO,10000003,20000041,-0.312208,45030
30000294,1N-FJ8,10000003,20000041,-0.223295,45031
30000295,VI2K-J,10000003,20000042,-0.131782,3801
30000296,ZLZ-1Z,10000003,20000042,-0.171072,3800
30000297,6Y-WRK,10000003,20000042,-0.15566,45040
30000298,RVCZ-C,10000003,20000042,-0.142496,3798
30000299,5T-KM3,10000003,20000042,-0.165974,45034
30000300,LS9B-9,10000003,20000042,-0.19893,3797
30000301,1-GBBP,10000003,20000043,-0.771742,45047
30000302,C-FP70,10000003,20000043,-0.758771,3797
30000303,T-ZWA1,10000003,20000043,-0.751692,3796
30000304,ZA0L-U,10000003,20000043,-0.805105,3802
30000305,G96R-F,10000003,20000043,-0.8733300000000001,3798
30000306,Y-ZXIO,10000003,20000043,-0.900438,45033
30000307,B-E3KQ,10000003,20000044,-0.25547,45047
30000308,Y5J-EU,10000003,20000044,-0.218753,3802
30000309,O-LR1H,10000003,20000044,-0.247164,8
30000310,G5ED-Y,10000003,20000044,-0.266606,45041
30000311,BR-6XP,10000003,20000044,-0.247888,3798
30000312,8-TFDX,10000003,20000044,-0.190766,45041
30000313,UL-4ZW,10000003,20000044,-0.408137,3802
30000314,A-QRQT,10000003,20000045,-0.127802,7
30000315,WMBZ-U,10000003,20000045,-0.086599,45041
30000316,PX5-LR,10000003,20000045,-0.171644,45030
30000317,A3-RQ3,10000003,20000045,-0.296284,45041
30000318,9-GBPD,10000003,20000045,-0.159623,45040
30000319,LS-JEP,10000003,20000045,-0.243477,3798
30000320,R-RSZZ,10000003,20000046,-0.436439,45042
30000321,MGAM-4,10000003,20000046,-0.575365,45037
30000322,VORM-W,10000003,20000046,-0.558546,45041
30000323,7G-H7D,10000003,20000046,-0.357808,3797
30000324,Q3-BAY,10000003,20000046,-0.809914,7
30000325,JZV-F4,10000003,20000046,-0.852424,45034
30000326,WF-1LM,10000004,20000047,-0.0019,45047
30000327,D95-FQ,10000004,20000047,-0.000212,45033
30000328,ZSPJ-K,10000004,20000047,-0.000276,8
30000329,U1F-86,10000004,20000047,-0.000553,3803
30000330,T-P7A6,10000004,20000047,-0.001352,3802
30000331,Y-T3JJ,10000004,20000047,-0.0008809999999999999,3800
30000332,F3R-IA,10000004,20000047,-0.001631,10
30000333,74-YTJ,10000004,20000047,-0.004054,45038
30000334,8-RS3U,10000004,20000048,-0.000464,45031
30000335,OVFN-N,10000004,20000048,-0.000594,45037
30000336,1Q-BBM,10000004,20000048,-0.000489,45030
30000337,WXNC-N,10000004,20000048,-0.000554,45037
30000338,G-EA07,10000004,20000048,-0.001057,3802
30000339,X-L6BO,10000004,20000048,-0.001317,7
30000340,D-PHUA,10000004,20000049,-0.000938,45040
30000341,3-HXHQ,10000004,20000049,-0.002486,45039
30000342,18A-NB,10000004,20000049,-0.001639,3802
30000343,3-J5OQ,10000004,20000049,-0.000715,45033
30000344,GYF-GD,10000004,20000049,-0.002092,45036
30000345,W-6TS9,10000004,20000049,-0.000613,3802
30000346,VIG-VR,10000004,20000049,-0.001785,45042
30000347,KX-P5C,10000004,20000050,-0.001098,3798
30000348,N-FJBK,10000004,20000050,-0.001239,45033
30000349,2-4ZT5,10000004,20000050,-0.001436,45038
30000350,NVN-6F,10000004,20000050,-0.001849,3799
30000351,09-8TH,10000004,20000050,-0.002014,3797
30000352,TI0-AX,10000004,20000050,-0.001735,45042
30000353,7O-POM,10000004,20000051,-0.000104,45031
30000354,L6Q-SX,10000004,20000051,-0.000158,6
30000355,BFJ-TB,10000004,20000051,-0.000255,45040
30000356,ZZ7-L6,10000004,20000051,-0.000125,45032
30000357,L-CHVW,10000004,20000051,-0.000104,45040
30000358,X0LN-U,10000004,20000051,-0.000496,45037
30000359,RQAE-M,10000004,20000051,-0.000333,3803
30000360,7CO-SA,10000004,20000052,-0.000365,45042
30000361,4G-E5A,10000004,20000052,-0.00078,7
30000362,A-VWK9,10000004,20000052,-0.000224,45039
30000363,JQHP-4,10000004,20000052,-0.000165,3798
30000364,6Q5K-5,10000004,20000052,-0.000253,45047
30000365,P-MVFP,10000004,20000052,-0.000172,3802
30000366,J-Z1UW,10000004,20000053,-0.0009389999999999999,45035
30000367,W477-P,10000004,20000053,-0.000332,45033
30000368,NQ1-BL,10000004,20000053,-0.00077,45047
30000369,K7A-G8,10000004,20000053,-0.000665,45039
30000370,HP-PMX,10000004,20000053,-0.00046,3798
30000371,6BN-K9,10000004,20000053,-0.00041,45041
30000372,WLE-PY,10000004,20000053,-0.000818,45041
30000373,EH-HXW,10000004,20000053,-0.00034,8
30000374,OS-RR3,10000004,20000053,-0.000635,45033
30000375,V4-GZL,10000004,20000053,-0.000244,3798
30000376,4C-Z91,10000004,20000054,-0.001621,45032
30000377,RU-97T,10000004,20000054,-1,45036
30000378,1S-1V7,10000004,20000054,-0.000898,45047
30000379,PE1-R1,10000004,20000054,-0.002211,3799
30000380,Polaris,10000004,20000054,-0.000633,45041
30000381,JB-007,10000004,20000054,-0.001171,45039
30000382,USJ2-M,10000004,20000055,-0.000198,3796
30000383,7M-RAL,10000004,20000055,-0.000266,45047
30000384,LPBU-U,10000004,20000055,-0.000175,45047
30000385,RF-342,10000004,20000055,-0.000157,3802
30000386,J2V-XY,10000004,20000055,-0.000298,45033
30000387,Z-JBTR,10000004,20000055,-9.000000000000001e-05,6
30000388,S-QNXH,10000004,20000055,-0.000128,3803
30000389,S94-X8,10000004,20000056,-0.000204,45041
30000390,J-YQEC,10000004,20000056,-0.000331,3801
30000391,8MX-OR,10000004,20000056,-0.000437,45039
30000392,97YC-C,10000004,20000056,-0.000498,6
30000393,V-AMD5,10000004,20000056,-0.000506,7
30000394,U-JC8X,10000004,20000056,-0.00021,45040
30000395,1HH3-E,10000004,20000057,-7.1e-05,45037
30000396,DUIU-Q,10000004,20000057,-5e-05,10
30000397,LQH0-H,10000004,20000057,-3.1e-05,45033
30000398,FRW3-2,10000004,20000057,-3.7e-05,3800
30000399,9MX-1C,10000004,20000057,-4.2e-05,3803
30000400,IED-4U,10000004,20000057,-5.5e-05,45047
30000401,N-9EOQ,10000004,20000057,-3.1e-05,3796
30000402,6F3-TK,10000004,20000058,-9.399999999999999e-05,3798
30000403,2E0P-2,10000004,20000058,-5.3e-05,3802
30000404,U-ITH5,10000004,20000058,-4.6e-05,9
30000405,N-4G5L,10000004,20000058,-7.7e-05,7
30000406,RB-2EA,10000004,20000058,-4.2e-05,45047
30000407,ZK5-42,10000004,20000058,-0.000125,45036
30000408,YRZ-E4,10000004,20000059,-1.3e-05,45032
30000409,A3-PAT,10000004,20000059,-1.5e-05,3798
30000410,H55-2R,10000004,20000059,-1.4e-05,45039
30000411,P6-DBM,10000004,20000059,-1.9e-05,45037
30000412,9XI-0X,10000004,20000059,-1.1e-05,45039
30000413,Q8T-MC,10000004,20000059,-8e-06,45041
30000414,Z-YOJ9,10000004,20000060,-0.001513,45040
30000415,4T4B-L,10000004,20000060,-0.001954,3797
30000416,F-JB3H,10000004,20000060,-0.003766,3797
30000417,XBO7-F,10000004,20000060,-0.00424,8
30000418,FI-449,10000004,20000060,-0.004284,6
30000419,UA7-U4,10000004,20000060,-0.005921,45035
30000420,VM-QFU,10000004,20000061,-5e-06,3802
30000421,PU-1Z8,10000004,20000061,-5e-06,45041
30000422,IEZW-V,10000004,20000061,-3e-06,3802
30000423,B-DXO9,10000004,20000061,-2e-06,3797
30000424,1TS-WN,10000004,20000061,-1e-06,3796
30000425,16-31U,10000004,20000061,-1e-06,3800
30000426,H472-N,10000004,20000061,-1e-06,45039
30000427,U8MM-3,10000004,20000062,-8e-06,3796
30000428,3C-26I,10000004,20000062,-9e-06,45039
30000429,9K-VDI,10000004,20000062,-5e-06,45037
30000430,L-SDU7,10000004,20000062,-1.7e-05,45034
30000431,4-IPWK,10000004,20000062,-9e-06,45033
30000432,Q-KCK3,10000004,20000062,-1.7e-05,45031
30000433,WU-FHQ,10000005,20000063,-0.260691,3798
30000434,V-4DBR,10000005,20000063,-0.322565,45041
30000435,B-5UFY,10000005,20000063,-0.401422,8
30000436,SK42-F,10000005,20000063,-0.315869,45038
30000437,EU9-J3,10000005,20000063,-0.25102,7
30000438,PQRE-W,10000005,20000063,-0.620413,45038
30000439,OEG-K9,10000005,20000063,-0.7984869999999999,3800
30000440,0-W778,10000005,20000064,-0.217466,45037
30000441,DG-8VJ,10000005,20000064,-0.352587,10
30000442,5J4K-9,10000005,20000064,-0.201572,45033
30000443,MD-0AW,10000005,20000064,-0.199543,3799
30000444,H-FGJO,10000005,20000064,-0.205113,3802
30000445,1KAW-T,10000005,20000064,-0.402475,8
30000446,C5-SUU,10000005,20000065,-0.509026,45033
30000447,XSUD-1,10000005,20000065,-0.337033,3802
30000448,3-LJW3,10000005,20000065,-0.615269,45047
30000449,ZLO3-V,10000005,20000065,-0.585749,45030
30000450,P7MI-T,10000005,20000065,-0.404885,45040
30000451,JFV-ID,10000005,20000065,-0.355765,45030
30000452,3-3EZB,10000005,20000065,-0.507582,45030
30000453,52CW-6,10000005,20000065,-0.458595,3802
30000454,9-OUGJ,10000005,20000066,-0.360652,45039
30000455,4NDT-W,10000005,20000066,-0.333607,3802
30000456,GR-X26,10000005,20000066,-0.323718,45031
30000457,6OU9-U,10000005,20000066,-0.315986,10
30000458,9N-0HF,10000005,20000066,-0.262374,3802
30000459,U-OVFR,10000005,20000066,-0.309952,3797
30000460,G3D-ZT,10000005,20000067,-0.335146,3801
30000461,D-0UI0,10000005,20000067,-0.323092,45039
30000462,L8-WNE,10000005,20000067,-0.437693,45047
30000463,1-GBVE,10000005,20000067,-0.437498,45037
30000464,GC-LTF,10000005,20000067,-0.264347,3796
30000465,NB-ALM,10000005,20000067,-0.458769,45038
30000466,LT-XI4,10000005,20000068,-0.244602,45036
30000467,L-QQ6P,10000005,20000068,-0.35182,8
30000468,5OJ-G2,10000005,20000068,-0.469137,45035
30000469,9-02G0,10000005,20000068,-0.474947,45036
30000470,XA5-TY,10000005,20000068,-0.530378,45041
30000471,M-XUZZ,10000005,20000068,-0.459449,45041
30000472,OFVH-Y,10000005,20000069,-0.300379,45039
30000473,2-X0PF,10000005,20000069,-0.377709,45033
30000474,1-PGSG,10000005,20000069,-0.496553,45033
30000475,QLPX-J,10000005,20000069,-0.278878,45040
30000476,A-C5TC,10000005,20000069,-0.241472,8
30000477,RZ-PIY,10000005,20000069,-0.230585,7
30000478,FR46-E,10000005,20000069,-0.269145,45038
30000479,SLVP-D,10000005,20000070,-0.572055,45041
30000480,0-G8NO,10000005,20000070,-0.686598,3803
30000481,QRFJ-Q,10000005,20000070,-0.52733,8
30000482,HZFJ-M,10000005,20000070,-0.714063,45036
30000483,77S8-E,10000005,20000070,-0.819774,45038
30000484,FMH-OV,10000005,20000070,-0.901115,3800
30000485,TYB-69,10000005,20000071,-0.336896,8
30000486,EDQG-L,10000005,20000071,-0.21422,45041
30000487,7-P1JO,10000005,20000071,-0.248771,3802
30000488,T-0JWP,10000005,20000071,-0.238096,3802
30000489,J-L9MA,10000005,20000071,-0.238463,45032
30000490,DX-TAR,10000005,20000071,-0.235248,8
30000491,A-7XFN,10000005,20000071,-0.232001,3802
30000492,O3-4MN,10000005,20000071,-0.252721,45034
30000493,U-MFTL,10000005,20000071,-0.309553,3798
30000494,8FN-GP,10000005,20000072,-0.511652,45039
30000495,FIDY-8,10000005,20000072,-0.515209,45032
30000496,X40H-9,10000005,20000072,-0.622517,3798
30000497,F2W-C6,10000005,20000072,-0.709616,3798
30000498,KZ9T-C,10000005,20000072,-0.77167,45046
30000499,XW2H-V,10000005,20000072,-0.865577,45031
30000500,F9O-U9,10000005,20000073,-0.169433,45039
30000501,S-51XG,10000005,20000073,-0.14265,45031
30000502,E-1XVP,10000005,20000073,-0.210391,45032
30000503,E-ACV6,10000005,20000073,-0.15587,45039
30000504,BOZ1-O,10000005,20000073,-0.152751,8
30000505,QIMO-2,10000005,20000073,-0.154503,45038
30000506,Z-2Y2Y,10000005,20000073,-0.152473,3801
30000507,Q0J-RH,10000005,20000073,-0.135172,45041
30000508,SAI-T9,10000005,20000074,-0.306624,45033
30000509,IAS-I5,10000005,20000074,-0.393201,45039
30000510,K7S-FF,10000005,20000074,-0.336389,45047
30000511,RT-9WL,10000005,20000074,-0.500871,45039
30000512,O5Q7-U,10000005,20000074,-0.602105,3801
30000513,62O-UE,10000005,20000074,-0.563763,45036
